FROM_ID,TO_ID,DIST_KM
8,39,16.43194
8,40,15.71469
8,41,17.9795
8,42,12.36471
8,43,11.9501
8,44,10.90233
8,45,13.37163
8,46,13.562
8,47,14.07008
8,48,11.82755
8,49,11.01749
8,50,12.026
8,51,10.36135
8,52,11.14353
8,53,9.54814
8,54,5.59869
8,55,9.39545
8,56,9.67056
9,1,12.59757
9,2,16.04616
9,3,7.83696
9,4,15.04332
9,5,13.52488
9,6,12.29795
9,7,7.95219
9,8,8.51734
9,9,0.0
9,10,7.85365
9,11,5.1231
9,12,5.48121
9,13,7.07201
9,14,3.5294
9,15,2.60298
9,16,8.53282
9,17,10.75837
9,18,11.24479
9,19,9.00106
9,20,10.82289
9,21,13.84481
9,22,9.72103
9,23,18.10794
9,24,18.83235
9,25,12.6456
9,26,13.18643
9,27,13.84183
9,28,18.41597
9,29,12.89021
9,30,14.59406
9,31,21.58528
9,32,19.09528
9,33,19.01151
9,34,20.19945
9,35,18.7142
9,36,17.46704
9,37,17.14325
9,38,18.63658
9,39,20.36559
9,40,19.64833
9,41,21.91315
9,42,16.29835
9,43,15.88374
9,44,14.83598
9,45,17.30528
9,46,17.49565
9,47,18.00372
9,48,15.76119
9,49,14.95114
9,50,15.95964
9,51,14.29499
9,52,15.07717
9,53,13.48179
9,54,2.91916
9,55,13.32909
9,56,13.6042
10,1,13.66723
10,2,11.76416
10,3,2.06072
10,4,15.29032
10,5,19.54826
10,6,12.54495
10,7,10.77922
10,8,11.3597
10,9,7.85365
10,10,0.0
10,11,3.34766
10,12,2.31174
10,13,2.75387
10,14,4.39867
10,15,5.66777
10,16,7.17804
10,17,6.47637
10,18,7.21223
10,19,6.4016
10,20,6.54089
10,21,8.26388
10,22,5.43902
10,23,12.52701
10,24,13.25142
10,25,7.06466
10,26,7.6055
10,27,8.26089
10,28,12.83503
10,29,13.30131
10,30,13.01248
10,31,20.00369
10,32,17.5137
10,33,17.42992
10,34,18.61787
10,35,17.13262
10,36,15.88546
10,37,15.56167
10,38,17.055
10,39,18.78401
10,40,18.06675
10,41,20.33156
10,42,14.71677
10,43,14.30216
10,44,13.2544
10,45,15.09245
10,46,15.28282
10,47,13.72172
10,48,11.47919
10,49,10.66914
10,50,12.87968
10,51,11.21503
10,52,13.49559
10,53,11.9002
10,54,12.3747
10,55,7.74815
10,56,12.02262
11,1,11.58497
11,2,9.68191
11,3,3.33096
11,4,13.20807
11,5,17.46601
11,6,10.4627
11,7,8.69697
11,8,9.27744
11,9,5.1231
11,10,3.34766
11,11,0.0
11,12,0.97521
11,13,2.56601
11,14,1.66811
11,15,2.93721
11,16,5.09578
11,17,4.39412
11,18,5.12997
11,19,4.31935
11,20,4.45863
11,21,6.18162
11,22,3.35677
11,23,10.44475
11,24,11.16916
11,25,4.98241
11,26,5.52324
11,27,6.17864
11,28,10.75277
11,29,11.21906
11,30,10.93022
11,31,17.92144
11,32,15.43144
11,33,15.34767
11,34,16.53561
11,35,15.05037
11,36,13.80321
11,37,13.47941
11,38,14.97274
11,39,16.70175
11,40,15.98449
11,41,18.24931
11,42,12.63451
11,43,12.21991
11,44,11.17214
11,45,13.01019
11,46,13.20056
11,47,11.63947
11,48,9.39694
11,49,8.58688
11,50,10.79742
11,51,9.13277
11,52,11.41333
11,53,9.81795
11,54,10.29245
11,55,5.6659
11,56,9.94036
12,1,12.10474
12,2,10.20167
12,3,2.29505
12,4,13.72783
12,5,17.98578
12,6,10.98246
12,7,9.21673
12,8,9.79721
12,9,5.48121
12,10,2.31174
12,11,0.97521
12,12,0.0
12,13,0.45964
12,14,2.02622
12,15,3.29532
12,16,5.61555
12,17,4.91388
12,18,5.64974
12,19,4.83912
12,20,4.9784
12,21,6.70139
12,22,3.87654
12,23,10.96452
12,24,11.68893
12,25,5.50217
12,26,6.04301
12,27,6.6984
12,28,11.27254
12,29,11.73882
12,30,11.44999
12,31,18.44121
12,32,15.95121
12,33,15.86744
12,34,17.05538
12,35,15.57013
12,36,14.32297
12,37,13.99918
12,38,15.49251
12,39,17.22152
12,40,16.50426
12,41,18.76908
12,42,13.15428
12,43,12.73967
12,44,11.69191
12,45,13.52996
12,46,13.72033
12,47,12.15923
12,48,9.9167
12,49,9.10665
12,50,11.31719
12,51,9.65254
12,52,11.9331
12,53,10.33771
12,54,10.81221
12,55,6.18566
12,56,10.46013
13,1,12.88558
13,2,10.98251
13,3,2.73718
13,4,14.50868
13,5,18.76662
13,6,11.76331
13,7,9.99758
13,8,10.57805
13,9,7.07201
13,10,2.75387
13,11,2.56601
13,12,0.45964
13,13,0.0
13,14,3.61702
13,15,4.88612
13,16,6.39639
13,17,5.69472
13,18,6.43058
13,19,5.61996
13,20,5.75924
13,21,7.48223
13,22,4.65738
13,23,11.74536
13,24,12.46977
13,25,6.28302
13,26,6.82385
13,27,7.47925
13,28,12.05338
13,29,12.51967
13,30,12.23083
13,31,19.22205
13,32,16.73205
13,33,16.64828
13,34,17.83622
13,35,16.35097
13,36,15.10381
13,37,14.78002
13,38,16.27335
13,39,18.00236
13,40,17.2851
13,41,19.54992
13,42,13.93512
13,43,13.52051
13,44,12.47275
13,45,14.3108
13,46,14.50117
13,47,12.94008
13,48,10.69754
13,49,9.88749
13,50,12.09803
13,51,10.43338
13,52,12.71394
13,53,11.11856
13,54,11.59305
13,55,6.96651
13,56,11.24097
14,1,9.42199
14,2,11.65084
14,3,4.38197
14,4,11.86774
14,5,16.12568
14,6,9.12237
14,7,7.35664
14,8,7.93711
14,9,3.5294
14,10,4.39867
14,11,1.66811
14,12,2.02622
14,13,3.61702
14,14,0.0
14,15,1.34351
14,16,3.84623
14,17,6.36305
14,18,7.09891
14,19,6.28829
14,20,6.42757
14,21,8.15056
14,22,5.32571
14,23,12.41369
14,24,13.1381
14,25,6.95135
14,26,7.49218
14,27,8.14758
14,28,12.72171
14,29,13.188
14,30,12.89916
14,31,19.89038
14,32,17.40038
14,33,17.31661
14,34,18.50455
14,35,17.0193
14,36,15.77214
14,37,15.44835
14,38,16.94168
14,39,18.67069
14,40,17.95343
14,41,20.21825
14,42,14.60345
14,43,14.18884
14,44,13.14108
14,45,14.97913
14,46,15.1695
14,47,13.60841
14,48,11.36588
14,49,10.55582
14,50,12.76636
14,51,11.10171
14,52,13.38227
14,53,11.78689
14,54,6.44741
14,55,7.63484
14,56,11.9093
15,1,10.69108
15,2,12.91994
15,3,5.65107
15,4,13.13684
15,5,17.39478
15,6,10.39146
15,7,5.04494
15,8,5.37761
15,9,2.60298
15,10,5.66777
15,11,2.93721
15,12,3.29532
15,13,4.88612
15,14,1.34351
15,15,0.0
15,16,5.11533
15,17,7.63215
15,18,8.36801
15,19,7.55739
15,20,7.69667
15,21,9.41966
15,22,6.59481
15,23,13.68279
15,24,14.4072
15,25,8.22045
15,26,8.76128
15,27,9.41667
15,28,13.99081
15,29,14.45709
15,30,14.16826
15,31,21.15948
15,32,18.66948
15,33,18.58571
15,34,19.77365
15,35,18.2884
15,36,17.04124
15,37,16.71745
15,38,18.21078
15,39,19.93979
15,40,19.22253
15,41,21.48735
15,42,15.87255
15,43,15.45794
15,44,14.41018
15,45,16.24823
15,46,16.4386
15,47,14.8775
15,48,12.63497
15,49,11.82492
15,50,14.03546
15,51,12.37081
15,52,14.65137
15,53,13.05599
15,54,5.52099
15,55,8.90394
15,56,13.1784
16,1,6.14177
16,2,7.98859
16,3,6.98752
16,4,8.58753
16,5,12.84547
16,6,5.84215
16,7,4.07642
16,8,4.6569
16,9,8.59054
16,10,7.00422
16,11,4.92196
16,12,5.44173
16,13,6.22257
16,14,3.84623
16,15,5.11533
16,16,0.0
16,17,2.7008
16,18,3.18721
16,19,0.94348
16,20,2.76531
16,21,5.78724
16,22,1.66345
16,23,10.05037
16,24,10.77478
16,25,4.58802
16,26,5.12886
16,27,5.78425
16,28,10.35839
16,29,7.84319
16,30,7.55436
16,31,14.54557
16,32,12.05558
16,33,11.9718
16,34,13.15975
16,35,11.6745
16,36,10.42734
16,37,10.10355
16,38,11.59688
16,39,13.32588
16,40,12.60863
16,41,14.87344
16,42,9.25865
16,43,8.84404
16,44,7.79628
16,45,10.26558
16,46,10.45595
16,47,9.94615
16,48,7.70362
16,49,6.89356
16,50,8.91994
16,51,7.25529
16,52,8.03747
16,53,6.44208
16,54,5.6719
16,55,5.27151
16,56,6.5645
17,1,7.80549
17,2,5.76525
17,3,6.79915
17,4,10.46799
17,5,16.40992
17,6,7.72262
17,7,5.95689
17,8,6.53736
17,9,10.47101
17,10,6.81584
17,11,4.73359
17,12,5.25335
17,13,6.0342
17,14,6.70253
17,15,7.97163
17,16,2.3557
17,17,0.0
17,18,1.21331
17,19,1.57927
17,20,1.99105
17,21,5.59886
17,22,1.47507
17,23,9.86199
17,24,10.5864
17,25,4.39965
17,26,4.94048
17,27,5.59588
17,28,10.17002
17,29,7.43958
17,30,7.15074
17,31,14.14196
17,32,11.65196
17,33,11.56819
17,34,12.75613
17,35,11.27089
17,36,10.02373
17,37,9.69993
17,38,11.19326
17,39,12.92227
17,40,12.20501
17,41,14.46983
17,42,8.85503
17,43,8.44043
17,44,7.39266
17,45,9.09353
17,46,9.2839
17,47,7.72281
17,48,5.48028
17,49,4.67022
17,50,6.88077
17,51,5.21611
17,52,7.63385
17,53,6.03847
17,54,7.55236
17,55,5.08314
17,56,6.16088
18,1,6.5934
18,2,5.65564
18,3,7.58683
18,4,9.91337
18,5,15.19782
18,6,7.168
18,7,6.74457
18,8,7.32505
18,9,11.25869
18,10,7.60353
18,11,5.52128
18,12,6.04104
18,13,6.82188
18,14,7.49021
18,15,8.75931
18,16,3.14339
18,17,1.26515
18,18,0.0
18,19,2.36696
18,20,2.77874
18,21,6.38655
18,22,2.26276
18,23,10.64968
18,24,11.37409
18,25,5.18734
18,26,5.72817
18,27,6.38357
18,28,10.9577
18,29,6.22748
18,30,5.93865
18,31,12.92987
18,32,10.43987
18,33,10.3561
18,34,11.54404
18,35,10.05879
18,36,8.81163
18,37,8.48784
18,38,9.98117
18,39,11.71018
18,40,10.99292
18,41,13.25774
18,42,7.64294
18,43,7.22833
18,44,6.18057
18,45,7.88144
18,46,8.07181
18,47,7.6132
18,48,5.37067
18,49,4.56061
18,50,5.66867
18,51,4.00402
18,52,6.42176
18,53,4.82638
18,54,8.34005
18,55,5.87083
18,56,4.94879
19,1,7.48058
19,2,6.68351
19,3,6.47631
19,4,9.10368
19,5,13.36162
19,6,6.35831
19,7,4.59258
19,8,5.17306
19,9,9.1067
19,10,6.49301
19,11,4.41075
19,12,4.93052
19,13,5.71136
19,14,6.37969
19,15,7.64879
19,16,0.99139
19,17,1.39572
19,18,2.45869
19,19,0.0
19,20,2.2541
19,21,5.27602
19,22,1.15224
19,23,9.53916
19,24,10.26356
19,25,4.07681
19,26,4.61764
19,27,5.27304
19,28,9.84718
19,29,7.11467
19,30,6.82583
19,31,13.81705
19,32,11.32705
19,33,11.24328
19,34,12.43122
19,35,10.94598
19,36,9.69882
19,37,9.37502
19,38,10.86835
19,39,12.59736
19,40,11.8801
19,41,14.14492
19,42,8.53012
19,43,8.11552
19,44,7.06775
19,45,9.53705
19,46,9.72742
19,47,8.64107
19,48,6.39854
19,49,5.58848
19,50,8.19142
19,51,6.52676
19,52,7.30894
19,53,5.71356
19,54,6.18806
19,55,4.7603
19,56,5.83597
20,1,9.37961
20,2,7.47655
20,3,6.54497
20,4,11.00271
20,5,15.26065
20,6,8.25734
20,7,6.49161
20,8,7.07208
20,9,11.00573
20,10,6.56167
20,11,4.47941
20,12,4.99918
20,13,5.78002
20,14,6.44835
20,15,7.71745
20,16,2.89042
20,17,2.18876
20,18,2.92461
20,19,2.11399
20,20,0.0
20,21,3.64226
20,22,1.15141
20,23,7.90539
20,24,8.6298
20,25,2.44304
20,26,2.98388
20,27,3.63927
20,28,8.21341
20,29,9.0137
20,30,8.72486
20,31,15.71608
20,32,13.22608
20,33,13.14231
20,34,14.33025
20,35,12.84501
20,36,11.59785
20,37,11.27405
20,38,12.76738
20,39,14.49639
20,40,13.77913
20,41,16.04395
20,42,10.42915
20,43,10.01455
20,44,8.96678
20,45,10.80483
20,46,10.9952
20,47,9.43411
20,48,7.19158
20,49,6.38152
20,50,8.59206
20,51,6.92741
20,52,9.20797
20,53,7.61259
20,54,8.08709
20,55,2.20378
20,56,7.735
21,1,12.41073
21,2,10.50767
21,3,8.2845
21,4,14.03383
21,5,18.29177
21,6,11.28846
21,7,9.52273
21,8,10.10321
21,9,14.03685
21,10,8.30119
21,11,6.21894
21,12,6.7387
21,13,7.51955
21,14,8.18788
21,15,9.45697
21,16,5.92155
21,17,5.21988
21,18,5.95573
21,19,5.14511
21,20,3.64226
21,21,0.0
21,22,4.18253
21,23,4.66588
21,24,5.39029
21,25,2.16284
21,26,2.70367
21,27,1.53431
21,28,4.9739
21,29,12.04482
21,30,11.75598
21,31,18.7472
21,32,16.2572
21,33,16.17343
21,34,17.36137
21,35,15.87613
21,36,14.62897
21,37,14.30517
21,38,15.7985
21,39,17.52751
21,40,16.81026
21,41,19.07507
21,42,13.46027
21,43,13.04567
21,44,11.9979
21,45,13.83595
21,46,14.02632
21,47,12.46523
21,48,10.2227
21,49,9.41264
21,50,11.62318
21,51,9.95853
21,52,12.23909
21,53,10.64371
21,54,11.11821
21,55,2.99843
21,56,10.76612
22,1,8.2282
22,2,6.32514
22,3,5.55256
22,4,9.8513
22,5,14.10924
22,6,7.10593
22,7,5.3402
22,8,5.92068
22,9,9.85432
22,10,5.56925
22,11,3.487
22,12,4.00676
22,13,4.7876
22,14,5.45593
22,15,6.72503
22,16,1.73901
22,17,1.03735
22,18,1.7732
22,19,0.96258
22,20,1.33034
22,21,4.35227
22,22,0.0
22,23,8.6154
22,24,9.33981
22,25,3.15306
22,26,3.69389
22,27,4.34929
22,28,8.92342
22,29,7.86229
22,30,7.57345
22,31,14.56467
22,32,12.07467
22,33,11.9909
22,34,13.17884
22,35,11.6936
22,36,10.44644
22,37,10.12264
22,38,11.61597
22,39,13.34498
22,40,12.62772
22,41,14.89254
22,42,9.27774
22,43,8.86314
22,44,7.81537
22,45,9.65342
22,46,9.84379
22,47,8.2827
22,48,6.04017
22,49,5.23011
22,50,7.44065
22,51,5.776
22,52,8.05656
22,53,6.46118
22,54,6.93568
22,55,3.83655
22,56,6.58359
23,1,16.67386
23,2,14.7708
23,3,12.54763
23,4,18.29696
23,5,22.5549
23,6,15.55159
23,7,13.78586
23,8,14.36634
23,9,18.29998
23,10,12.56432
23,11,10.48207
23,12,11.00183
23,13,11.78268
23,14,12.45101
23,15,13.72011
23,16,10.18468
23,17,9.48301
23,18,10.21886
23,19,9.40824
23,20,7.90539
23,21,4.66588
23,22,8.44566
23,23,0.0
23,24,0.72441
23,25,6.42597
23,26,6.9668
23,27,5.79744
23,28,1.16735
23,29,16.30795
23,30,16.01911
23,31,23.01033
23,32,20.52033
23,33,20.43656
23,34,21.6245
23,35,20.13926
23,36,18.8921
23,37,18.56831
23,38,20.06163
23,39,21.79064
23,40,21.07339
23,41,23.3382
23,42,17.72341
23,43,17.3088
23,44,16.26103
23,45,18.09908
23,46,18.28946
23,47,16.72836
23,48,14.48583
23,49,13.67577
23,50,15.88632
23,51,14.22166
23,52,16.50223
23,53,14.90684
23,54,15.38134
23,55,7.26156
23,56,15.02925
24,1,17.39827
24,2,15.49521
24,3,13.27204
24,4,19.02137
24,5,23.27931
24,6,16.276
24,7,14.51027
24,8,15.09075
24,9,19.02439
24,10,13.28873
24,11,11.20648
24,12,11.72624
24,13,12.50708
24,14,13.17542
24,15,14.44451
24,16,10.90908
24,17,10.20742
24,18,10.94327
24,19,10.13265
24,20,8.6298
24,21,5.39029
24,22,9.17007
24,23,0.72441
24,24,0.0
24,25,7.15038
24,26,7.69121
24,27,6.52185
24,28,1.89176
24,29,17.03236
24,30,16.74352
24,31,23.73474
24,32,21.24474
24,33,21.16097
24,34,22.34891
24,35,20.86367
24,36,19.61651
24,37,19.29271
24,38,20.78604
24,39,22.51505
24,40,21.79779
24,41,24.06261
24,42,18.44781
24,43,18.03321
24,44,16.98544
24,45,18.82349
24,46,19.01386
24,47,10.08909
24,48,15.21024
24,49,14.40018
24,50,16.61072
24,51,14.94607
24,52,17.22663
24,53,15.63125
24,54,16.10575
24,55,7.98597
24,56,15.75366
25,1,11.21152
25,2,9.30846
25,3,7.08528
25,4,12.83462
25,5,17.09256
25,6,10.08925
25,7,8.32352
25,8,8.90399
25,9,12.83764
25,10,7.10198
25,11,5.01972
25,12,5.53949
25,13,6.32033
25,14,6.98866
25,15,8.25776
25,16,4.72233
25,17,4.02066
25,18,4.75652
25,19,3.9459
25,20,2.44304
25,21,2.16284
25,22,2.98332
25,23,6.42597
25,24,7.15038
25,25,0.0
25,26,0.88783
25,27,2.15986
25,28,6.73399
25,29,10.84561
25,30,10.55677
25,31,17.54799
25,32,15.05799
25,33,14.97422
25,34,16.16216
25,35,14.67692
25,36,13.42975
25,37,13.10596
25,38,14.59929
25,39,16.3283
25,40,15.61104
25,41,17.87586
25,42,12.26106
25,43,11.84646
25,44,10.79869
25,45,12.63674
25,46,12.82711
25,47,11.26602
25,48,9.02349
25,49,8.21343
25,50,10.42397
25,51,8.75932
25,52,11.03988
25,53,9.4445
25,54,9.91899
25,55,1.79921
25,56,9.56691
26,1,11.75235
26,2,9.84929
26,3,7.62612
26,4,13.37545
26,5,17.63339
26,6,10.63008
26,7,8.86435
26,8,9.44483
26,9,13.37847
26,10,7.64281
26,11,5.56056
26,12,6.08032
26,13,6.86116
26,14,7.52949
26,15,8.79859
26,16,5.26316
26,17,4.5615
26,18,5.29735
26,19,4.48673
26,20,2.98388
26,21,2.70367
26,22,3.52415
26,23,6.9668
26,24,7.69121
26,25,0.88783
26,26,0.0
26,27,1.90657
26,28,7.27483
26,29,11.38644
26,30,11.0976
26,31,18.08882
26,32,15.59882
26,33,15.51505
26,34,16.70299
26,35,15.21775
26,36,13.97059
26,37,13.64679
26,38,15.14012
26,39,16.86913
26,40,16.15188
26,41,18.41669
26,42,12.80189
26,43,12.38729
26,44,11.33952
26,45,13.17757
26,46,13.36794
26,47,11.80685
26,48,9.56432
26,49,8.75426
26,50,10.9648
26,51,9.30015
26,52,11.58071
26,53,9.98533
26,54,10.45983
26,55,2.34005
26,56,10.10774
27,1,12.40775
27,2,10.50468
27,3,8.28151
27,4,14.03085
27,5,18.28879
27,6,11.28548
27,7,9.51975
27,8,10.10022
27,9,14.03387
27,10,8.29821
27,11,6.21595
27,12,6.73572
27,13,7.51656
27,14,8.18489
27,15,9.45399
27,16,5.91856
27,17,5.21689
27,18,5.95275
27,19,5.14213
27,20,3.63927
27,21,1.53431
27,22,4.17955
27,23,5.79744
27,24,6.52185
27,25,2.15986
27,26,1.90657
27,27,0.0
27,28,6.10547
27,29,12.04183
27,30,11.753
27,31,18.74422
27,32,16.25422
27,33,16.17045
27,34,17.35839
27,35,15.87314
27,36,14.62598
27,37,14.30219
27,38,15.79552
27,39,17.52453
27,40,16.80727
27,41,19.07209
27,42,13.45729
27,43,13.04269
27,44,11.99492
27,45,13.83297
27,46,14.02334
27,47,12.46225
27,48,10.21971
27,49,9.40966
27,50,11.6202
27,51,9.95555
27,52,12.23611
27,53,10.64073
27,54,11.11522
27,55,2.99544
27,56,10.76314
28,1,16.98188
28,2,15.07882
28,3,12.85565
28,4,18.60498
28,5,22.86292
28,6,15.85961
28,7,14.09388
28,8,14.67436
28,9,18.608
28,10,12.87235
28,11,10.79009
28,12,11.30986
28,13,12.0907
28,14,12.75903
28,15,14.02813
28,16,10.4927
28,17,9.79103
28,18,10.52689
28,19,9.71626
28,20,8.21341
28,21,4.9739
28,22,8.75368
28,23,1.16735
28,24,1.89176
28,25,6.73399
28,26,7.27483
28,27,6.10547
28,28,0.0
28,29,16.61597
28,30,16.32714
28,31,23.31835
28,32,20.82836
28,33,20.74458
28,34,21.93253
28,35,20.44728
28,36,19.20012
28,37,18.87633
28,38,20.36966
28,39,22.09866
28,40,21.38141
28,41,23.64622
28,42,18.03143
