FROM_ID,TO_ID,DIST_KM
28,43,17.61682
28,44,16.56906
28,45,18.40711
28,46,18.59748
28,47,17.03638
28,48,14.79385
28,49,13.98379
28,50,16.19434
28,51,14.52969
28,52,16.81025
28,53,15.21486
28,54,15.68936
28,55,7.56958
28,56,15.33728
29,1,0.36596
29,2,8.15599
29,3,13.21847
29,4,7.87794
29,5,12.8599
29,6,5.13257
29,7,5.51242
29,8,8.92816
29,9,12.86181
29,10,13.23517
29,11,11.15291
29,12,11.67268
29,13,12.45352
29,14,13.12185
29,15,14.39095
29,16,7.73355
29,17,7.43562
29,18,6.17169
29,19,7.17443
29,20,8.99626
29,21,12.01818
29,22,7.8944
29,23,16.28132
29,24,17.00572
29,25,10.81897
29,26,11.3598
29,27,12.0152
29,28,16.58934
29,29,0.0
29,30,1.42729
29,31,10.59194
29,32,8.10194
29,33,8.01817
29,34,9.20611
29,35,7.72087
29,36,6.47371
29,37,6.14992
29,38,7.64324
29,39,9.37225
29,40,8.655
29,41,10.91981
29,42,5.30502
29,43,4.89041
29,44,6.48125
29,45,9.1579
29,46,9.34827
29,47,10.11355
29,48,7.87102
29,49,7.06096
29,50,8.09336
29,51,6.50437
29,52,4.08383
29,53,5.41324
29,54,9.94316
29,55,11.50246
29,56,4.62069
30,1,1.77969
30,2,7.86715
30,3,12.92963
30,4,9.29166
30,5,11.7808
30,6,6.54629
30,7,9.95969
30,8,10.54017
30,9,14.47381
30,10,12.94633
30,11,10.86408
30,12,11.38384
30,13,12.16468
30,14,12.83301
30,15,14.10211
30,16,7.44472
30,17,7.14678
30,18,5.88286
30,19,6.8856
30,20,8.70742
30,21,11.72935
30,22,7.60556
30,23,15.99248
30,24,16.71689
30,25,10.53014
30,26,11.07097
30,27,11.72637
30,28,16.3005
30,29,1.42729
30,30,0.0
30,31,9.51284
30,32,7.02284
30,33,6.93907
30,34,8.12701
30,35,6.77372
30,36,5.52656
30,37,5.20277
30,38,6.69609
30,39,8.4251
30,40,7.70785
30,41,9.97266
30,42,4.35787
30,43,3.94326
30,44,5.5341
30,45,8.21075
30,46,8.40112
30,47,10.8326
30,48,7.58219
30,49,6.77213
30,50,9.14898
30,51,6.21554
30,52,3.13669
30,53,5.30067
30,54,11.55517
30,55,11.21363
30,56,4.33185
31,1,10.59496
31,2,16.31511
31,3,20.01929
31,4,9.93529
31,5,5.79506
31,6,12.68669
31,7,17.04935
31,8,17.62983
31,9,21.56347
31,10,20.03599
31,11,17.95373
31,12,18.4735
31,13,19.25434
31,14,19.92267
31,15,21.19177
31,16,14.53438
31,17,14.23644
31,18,12.97251
31,19,13.97525
31,20,15.79708
31,21,18.81901
31,22,14.69522
31,23,23.08214
31,24,23.80654
31,25,17.61979
31,26,18.16063
31,27,18.81602
31,28,23.39016
31,29,10.24256
31,30,8.91205
31,31,0.0
31,32,2.06232
31,33,2.5656
31,34,2.1737
31,35,4.76176
31,36,6.01079
31,37,10.54738
31,38,6.09928
31,39,7.28027
31,40,13.05247
31,41,7.34145
31,42,9.70249
31,43,9.28788
31,44,10.87872
31,45,13.55537
31,46,13.74574
31,47,16.17722
31,48,15.05099
31,49,14.24094
31,50,14.4936
31,51,13.67233
31,52,8.4813
31,53,10.64529
31,54,18.64483
31,55,18.30328
31,56,10.80523
32,1,11.09377
32,2,16.81392
32,3,20.5181
32,4,10.4341
32,5,6.29387
32,6,13.1855
32,7,17.54816
32,8,18.12864
32,9,22.06228
32,10,20.5348
32,11,18.45254
32,12,18.97231
32,13,19.75315
32,14,20.42148
32,15,21.69058
32,16,15.03319
32,17,14.73525
32,18,13.47133
32,19,14.47406
32,20,16.29589
32,21,19.31782
32,22,15.19403
32,23,23.58095
32,24,24.30536
32,25,18.11861
32,26,18.65944
32,27,19.31483
32,28,23.88897
32,29,10.74137
32,30,9.41086
32,31,2.06232
32,32,0.0
32,33,0.58773
32,34,1.18862
32,35,3.77669
32,36,5.02571
32,37,4.94485
32,38,5.11421
32,39,6.29519
32,40,13.55128
32,41,6.35638
32,42,10.2013
32,43,9.78669
32,44,11.37753
32,45,14.05418
32,46,14.24455
32,47,16.67603
32,48,15.5498
32,49,14.73975
32,50,14.99241
32,51,14.17115
32,52,8.98012
32,53,11.1441
32,54,19.14364
32,55,18.8021
32,56,11.30404
33,1,10.13785
33,2,15.858
33,3,19.56218
33,4,9.47818
33,5,5.33795
33,6,12.22958
33,7,16.59224
33,8,17.17272
33,9,21.10636
33,10,19.57888
33,11,17.49663
33,12,18.01639
33,13,18.79723
33,14,19.46556
33,15,20.73466
33,16,14.07727
33,17,13.77933
33,18,12.51541
33,19,13.51815
33,20,15.33997
33,21,18.3619
33,22,14.23811
33,23,22.62503
33,24,23.34944
33,25,17.16269
33,26,17.70352
33,27,18.35892
33,28,22.93305
33,29,9.78545
33,30,8.45494
33,31,3.07
33,32,0.58773
33,33,0.0
33,34,1.6919
33,35,4.27996
33,36,5.52899
33,37,10.09028
33,38,5.61748
33,39,13.31261
33,40,12.59536
33,41,6.85965
33,42,9.24538
33,43,8.83077
33,44,10.42161
33,45,13.09826
33,46,13.28863
33,47,15.72011
33,48,14.59388
33,49,13.78383
33,50,14.03649
33,51,13.21523
33,52,8.0242
33,53,10.18818
33,54,18.18772
33,55,17.84618
33,56,10.34812
34,1,12.19794
34,2,17.91809
34,3,21.62227
34,4,11.53827
34,5,7.39804
34,6,14.28967
34,7,18.65233
34,8,19.23281
34,9,23.16645
34,10,21.63897
34,11,19.55671
34,12,20.07648
34,13,20.85732
34,14,21.52565
34,15,22.79475
34,16,16.13736
34,17,15.83942
34,18,14.5755
34,19,15.57824
34,20,17.40006
34,21,20.42199
34,22,16.2982
34,23,24.68512
34,24,25.40953
34,25,19.22278
34,26,19.76361
34,27,20.41901
34,28,24.99314
34,29,11.84554
34,30,10.51503
34,31,2.1737
34,32,1.18862
34,33,1.6919
34,34,0.0
34,35,2.58839
34,36,3.83741
34,37,4.29716
34,38,3.9259
34,39,5.10689
34,40,7.64486
34,41,6.65445
34,42,11.30547
34,43,10.89086
34,44,12.4817
34,45,15.15835
34,46,15.34872
34,47,17.7802
34,48,16.65397
34,49,15.84392
34,50,16.09658
34,51,15.27532
34,52,10.08429
34,53,12.24827
34,54,20.24781
34,55,19.90627
34,56,12.40821
35,1,8.02549
35,2,9.83113
35,3,17.00201
35,4,14.12633
35,5,9.98611
35,6,15.15263
35,7,14.03207
35,8,14.61254
35,9,18.54619
35,10,17.01871
35,11,14.93645
35,12,15.45622
35,13,16.23706
35,14,16.90539
35,15,18.17449
35,16,11.51709
35,17,11.21916
35,18,9.95523
35,19,10.95797
35,20,12.7798
35,21,15.80172
35,22,11.67794
35,23,20.06486
35,24,20.78926
35,25,14.60251
35,26,15.14334
35,27,15.79874
35,28,20.37288
35,29,7.6731
35,30,6.54982
35,31,4.76176
35,32,3.77669
35,33,4.27996
35,34,2.58839
35,35,0.0
35,36,1.24902
35,37,1.93968
35,38,1.33752
35,39,3.1366
35,40,5.05648
35,41,4.68416
35,42,3.65197
35,43,3.23736
35,44,4.8282
35,45,7.07139
35,46,7.26176
35,47,9.69324
35,48,8.56701
35,49,7.75696
35,50,8.00962
35,51,7.18836
35,52,3.71619
35,53,5.35149
35,54,15.62755
35,55,15.286
35,56,5.51143
36,1,6.77833
36,2,9.01743
36,3,15.75485
36,4,17.11674
36,5,12.97651
36,6,13.90547
36,7,12.78491
36,8,13.36538
36,9,17.29903
36,10,15.77154
36,11,13.68929
36,12,14.20906
36,13,14.9899
36,14,15.65823
36,15,16.92733
36,16,10.26993
36,17,9.972
36,18,8.70807
36,19,9.71081
36,20,11.53264
36,21,14.55456
36,22,10.43078
36,23,18.8177
36,24,19.5421
36,25,13.35535
36,26,13.89618
36,27,14.55158
36,28,19.12572
36,29,6.42594
36,30,5.30266
36,31,10.70856
36,32,8.21856
36,33,8.13479
36,34,3.83741
36,35,1.24902
36,36,0.0
36,37,0.69252
36,38,1.30282
36,39,5.44426
36,40,4.727
36,41,6.99182
36,42,2.40481
36,43,1.9902
36,44,3.58104
36,45,6.25769
36,46,6.44806
36,47,8.87954
36,48,7.75331
36,49,6.94326
36,50,7.19592
36,51,6.37466
36,52,2.46903
36,53,4.10433
36,54,14.38039
36,55,14.03884
36,56,4.26427
37,1,6.45454
37,2,8.69364
37,3,15.43106
37,4,16.79295
37,5,12.65272
37,6,13.58168
37,7,12.46111
37,8,13.04159
37,9,16.97524
37,10,15.44775
37,11,13.3655
37,12,13.88526
37,13,14.6661
37,14,15.33444
37,15,16.60354
37,16,9.94614
37,17,9.6482
37,18,8.38428
37,19,9.38702
37,20,11.20884
37,21,14.23077
37,22,10.10698
37,23,18.4939
37,24,19.21831
37,25,13.03156
37,26,13.57239
37,27,14.22779
37,28,18.80192
37,29,6.10215
37,30,4.97886
37,31,10.38477
37,32,7.89477
37,33,7.811
37,34,4.29716
37,35,1.93968
37,36,0.69252
37,37,0.0
37,38,1.99348
37,39,5.12047
37,40,4.40321
37,41,6.66803
37,42,2.08101
37,43,1.66641
37,44,3.25725
37,45,5.9339
37,46,6.12427
37,47,8.55575
37,48,7.42952
37,49,6.61946
37,50,6.87213
37,51,6.05086
37,52,2.14524
37,53,3.78053
37,54,14.05659
37,55,13.71505
37,56,3.94047
38,1,7.78267
38,2,9.31819
38,3,16.75919
38,4,18.12107
38,5,13.98085
38,6,14.90981
38,7,13.78924
38,8,14.36972
38,9,18.30337
38,10,16.77588
38,11,14.69363
38,12,15.21339
38,13,15.99423
38,14,16.66256
38,15,17.93166
38,16,11.27427
38,17,10.97633
38,18,9.71241
38,19,10.71515
38,20,12.53697
38,21,15.5589
38,22,11.43511
38,23,19.82203
38,24,20.54644
38,25,14.35969
38,26,14.90052
38,27,15.55592
38,28,20.13005
38,29,7.43027
38,30,6.30699
38,31,6.09928
38,32,5.11421
38,33,9.13913
38,34,3.9259
38,35,1.33752
38,36,1.30282
38,37,1.99348
38,38,0.0
38,39,2.98308
38,40,4.54354
38,41,4.53064
38,42,2.8255
38,43,2.99454
38,44,4.00173
38,45,6.55845
38,46,6.74882
38,47,9.1803
38,48,8.05407
38,49,7.24401
38,50,7.49667
38,51,6.67541
38,52,3.47337
38,53,5.10866
38,54,15.38472
38,55,15.04318
38,56,5.2686
39,1,9.51168
39,2,10.95253
39,3,18.48819
39,4,19.85008
39,5,15.70986
39,6,16.63881
39,7,15.51825
39,8,16.09873
39,9,20.03237
39,10,18.50489
39,11,16.42263
39,12,16.9424
39,13,17.72324
39,14,18.39157
39,15,19.66067
39,16,13.00328
39,17,12.70534
39,18,11.44142
39,19,12.44416
39,20,14.26598
39,21,17.28791
39,22,13.16412
39,23,21.55104
39,24,22.27545
39,25,16.0887
39,26,16.62953
39,27,17.28493
39,28,21.85906
39,29,9.15928
39,30,8.036
39,31,13.4419
39,32,10.9519
39,33,10.86813
39,34,5.10689
39,35,3.1366
39,36,5.44426
39,37,5.12047
39,38,2.98308
39,39,0.0
39,40,3.14544
39,41,1.54804
39,42,4.60945
39,43,4.72355
39,44,5.78568
39,45,8.19278
39,46,8.38315
39,47,10.81463
39,48,9.68841
39,49,8.87835
39,50,9.13101
39,51,8.30975
39,52,5.20238
39,53,6.83767
39,54,17.11373
39,55,16.77219
39,56,6.99761
40,1,8.79442
40,2,10.23527
40,3,17.77094
40,4,19.13283
40,5,14.9926
40,6,15.92156
40,7,14.801
40,8,15.38147
40,9,19.31512
40,10,17.78763
40,11,15.70538
40,12,16.22514
40,13,17.00599
40,14,17.67432
40,15,18.94342
40,16,12.28602
40,17,11.98808
40,18,10.72416
40,19,11.7269
40,20,13.54873
40,21,16.57065
40,22,12.44687
40,23,20.83378
40,24,21.55819
40,25,15.37144
40,26,15.91227
40,27,16.56767
40,28,21.14181
40,29,8.44203
40,30,7.31875
40,31,12.72465
40,32,10.23465
40,33,10.15088
40,34,11.33882
40,35,5.05648
40,36,4.727
40,37,4.40321
40,38,4.54354
40,39,3.14544
40,40,0.0
40,41,4.693
40,42,3.89219
40,43,4.00629
40,44,5.06842
40,45,7.47553
40,46,7.6659
40,47,10.09738
40,48,8.97115
40,49,8.16109
40,50,8.41375
40,51,7.59249
40,52,4.48512
40,53,6.12042
40,54,16.39647
40,55,16.05493
40,56,6.28036
41,1,11.05924
41,2,12.50009
41,3,20.03575
41,4,21.39764
41,5,17.25742
41,6,18.18638
41,7,17.06581
41,8,17.64629
41,9,21.57993
41,10,20.05245
41,11,17.9702
41,12,18.48996
41,13,19.2708
41,14,19.93913
41,15,21.20823
41,16,14.55084
41,17,14.2529
41,18,12.98898
41,19,13.99172
41,20,15.81354
41,21,18.83547
41,22,14.71168
41,23,23.0986
41,24,23.82301
41,25,17.63626
41,26,18.17709
41,27,18.83248
41,28,23.40662
41,29,10.70684
41,30,9.58356
41,31,7.34145
41,32,6.35638
41,33,12.41569
41,34,6.65445
41,35,4.68416
41,36,6.99182
41,37,6.66803
41,38,4.53064
41,39,1.54804
41,40,4.693
41,41,0.0
41,42,6.15701
41,43,6.27111
41,44,7.33324
41,45,9.74034
41,46,9.93071
41,47,12.36219
41,48,11.23597
41,49,10.42591
41,50,10.67857
41,51,9.85731
41,52,6.74994
41,53,8.38523
41,54,18.66129
41,55,18.31975
41,56,8.54517
42,1,5.64076
42,2,6.8585
42,3,14.61728
42,4,15.97917
42,5,11.83894
42,6,12.7679
42,7,11.64734
42,8,12.22781
42,9,16.16146
42,10,14.63397
42,11,12.55172
42,12,13.07149
42,13,13.85233
42,14,14.52066
42,15,15.78976
42,16,9.13236
42,17,8.83442
42,18,7.5705
42,19,8.57324
42,20,10.39507
42,21,13.41699
42,22,9.29321
42,23,17.68012
42,24,18.40453
42,25,12.21778
42,26,12.75861
42,27,13.41401
42,28,17.98815
42,29,5.28837
42,30,4.16508
42,31,9.57099
42,32,7.08099
42,33,6.99722
42,34,8.18516
42,35,3.44782
42,36,2.40858
42,37,2.08479
42,38,2.93488
42,39,4.66389
42,40,3.94663
42,41,6.21145
42,42,0.0
42,43,0.34444
42,44,1.2841
42,45,4.09875
42,46,4.28912
42,47,6.7206
42,48,5.59438
42,49,4.78432
42,50,5.03698
42,51,4.21572
42,52,1.33146
42,53,2.46094
42,54,13.24281
42,55,12.90127
42,56,3.1267
43,1,5.22615
43,2,7.22499
43,3,14.20267
43,4,15.56456
43,5,11.42434
43,6,12.35329
43,7,11.23273
43,8,11.81321
43,9,15.74685
43,10,14.21937
43,11,12.13711
43,12,12.65688
43,13,13.43772
43,14,14.10605
43,15,15.37515
43,16,8.71776
43,17,8.41982
43,18,7.15589
43,19,8.15863
43,20,9.98046
43,21,13.00239
43,22,8.8786
43,23,17.26552
43,24,17.98993
43,25,11.80317
43,26,12.34401
43,27,12.9994
43,28,17.57354
43,29,4.87376
43,30,3.75048
43,31,9.15638
43,32,6.66638
43,33,6.58261
43,34,7.77055
43,35,3.24114
43,36,1.99398
43,37,1.67018
43,38,2.95059
43,39,4.6796
43,40,3.96234
43,41,6.22716
43,42,0.34444
43,43,0.0
43,44,1.32877
43,45,4.46525
43,46,4.65562
43,47,7.0871
43,48,5.96087
43,49,5.15081
43,50,5.40347
43,51,4.58221
43,52,0.91685
43,53,2.55215
43,54,12.82821
43,55,12.48666
43,56,2.71209
44,1,5.91304
44,2,6.4686
44,3,13.29877
44,4,16.25145
44,5,12.11122
44,6,11.44939
44,7,10.32882
44,8,10.9093
44,9,14.84295
44,10,13.31546
44,11,11.23321
44,12,11.75297
44,13,12.53381
44,14,13.20214
44,15,14.47124
44,16,7.81385
44,17,7.51591
44,18,6.25199
44,19,7.25473
44,20,9.07655
44,21,12.09848
44,22,7.97469
44,23,16.36161
44,24,17.08602
44,25,10.89927
44,26,11.4401
44,27,12.0955
44,28,16.66963
44,29,5.56065
44,30,4.43737
44,31,9.84327
44,32,7.35327
44,33,7.2695
44,34,8.45744
44,35,4.62194
44,36,3.37478
44,37,3.05099
44,38,4.11111
44,39,5.84012
44,40,5.12286
44,41,7.38768
44,42,1.2841
44,43,1.32877
44,44,0.0
44,45,3.93974
44,46,4.13011
44,47,7.44701
44,48,5.20448
44,49,4.39442
44,50,4.64708
44,51,3.82582
44,52,1.60374
44,53,2.02745
44,54,11.9243
44,55,11.58276
44,56,2.41325
45,1,9.49364
45,2,5.66887
45,3,15.47223
45,4,19.83205
45,5,15.69183
45,6,13.93002
45,7,12.80946
45,8,13.38994
45,9,17.32358
45,10,15.48892
45,11,13.40667
45,12,13.92644
45,13,14.70728
45,14,15.37561
45,15,16.64471
45,16,10.29449
45,17,9.15054
45,18,7.88661
45,19,10.25235
45,20,10.66413
45,21,14.27194
45,22,10.14816
45,23,18.53507
45,24,19.25948
45,25,13.07273
45,26,13.61356
45,27,14.26896
45,28,18.8431
45,29,9.14125
45,30,8.01797
45,31,13.42387
45,32,10.93387
45,33,10.8501
45,34,12.03804
45,35,7.07139
45,36,6.26147
45,37,5.93767
45,38,6.55845
45,39,8.19278
45,40,7.47553
45,41,9.74034
45,42,4.09875
45,43,4.46525
45,44,3.93974
45,45,0.0
45,46,1.85309
45,47,4.63488
45,48,4.81521
45,49,4.58574
45,50,4.8384
45,51,4.01714
45,52,5.18434
45,53,4.50808
45,54,14.40494
45,55,13.75622
45,56,4.89388
46,1,9.68401
46,2,5.28879
46,3,15.6626
46,4,20.02242
46,5,15.8822
46,6,14.12039
46,7,12.99983
46,8,13.58031
46,9,17.51395
46,10,15.6793
46,11,13.59704
46,12,14.11681
46,13,14.89765
46,14,15.56598
46,15,16.83508
46,16,10.48486
46,17,9.34091
46,18,8.07699
46,19,10.44272
46,20,10.8545
46,21,14.46231
46,22,10.33853
46,23,18.72545
46,24,19.44985
46,25,13.2631
46,26,13.80393
46,27,14.45933
46,28,19.03347
46,29,9.33162
46,30,8.20834
46,31,13.61424
46,32,11.12424
46,33,11.04047
46,34,12.22841
46,35,7.26176
46,36,6.45184
46,37,6.12804
46,38,6.74882
46,39,8.38315
46,40,7.6659
46,41,9.93071
46,42,4.28912
46,43,4.65562
46,44,4.13011
46,45,1.85309
46,46,0.0
46,47,4.25479
46,48,4.43513
46,49,4.77611
46,50,3.27103
46,51,4.20751
46,52,5.37471
46,53,4.69845
46,54,14.59531
46,55,13.94659
46,56,5.08425
47,1,10.47711
47,2,1.69192
47,3,14.0445
47,4,17.71334
47,5,18.31368
47,6,14.96797
47,7,13.20224
47,8,13.78272
47,9,17.71636
47,10,14.0612
47,11,11.97894
47,12,12.49871
47,13,13.27955
47,14,13.94788
47,15,15.21698
47,16,9.60105
47,17,7.72281
47,18,7.65357
47,19,8.82462
47,20,9.2364
47,21,12.84421
47,22,8.72043
47,23,17.10735
47,24,10.08909
47,25,11.645
47,26,12.18583
47,27,12.84123
47,28,17.41537
47,29,10.1112
47,30,10.63982
47,31,16.04572
47,32,13.55572
47,33,13.47195
47,34,14.65989
47,35,9.69324
47,36,8.88332
47,37,8.55953
47,38,9.1803
47,39,10.81463
47,40,10.09738
47,41,12.36219
47,42,6.7206
47,43,7.0871
47,44,7.44701
47,45,4.63488
47,46,4.25479
47,47,0.0
47,48,2.4463
47,49,3.05259
47,50,5.41422
47,51,4.32152
47,52,7.80619
47,53,6.15329
47,54,14.79772
47,55,12.32849
47,56,6.5391
48,1,8.23458
48,2,2.14831
48,3,11.80197
48,4,15.47081
48,5,16.02556
48,6,12.72544
48,7,10.95971
48,8,11.54018
48,9,15.47383
48,10,11.81867
48,11,9.73641
48,12,10.25618
48,13,11.03702
48,14,11.70535
48,15,12.97445
48,16,7.35852
48,17,5.48028
48,18,5.41104
48,19,6.58209
48,20,6.99387
48,21,10.60168
48,22,6.4779
48,23,14.86481
48,24,15.58922
48,25,9.40247
48,26,9.9433
48,27,10.5987
48,28,15.17284
48,29,7.86867
48,30,7.57983
48,31,13.75761
48,32,11.26761
48,33,11.18384
48,34,12.37178
48,35,8.56976
48,36,7.75983
48,37,7.43604
48,38,8.05681
48,39,9.69115
48,40,8.97389
48,41,11.23871
48,42,5.59712
48,43,5.96361
48,44,5.20448
48,45,4.81521
48,46,4.43513
48,47,2.4463
48,48,0.0
48,49,0.81006
48,50,3.17169
48,51,2.07899
48,52,5.51808
48,53,3.91076
48,54,12.55519
48,55,10.08596
48,56,4.29656
49,1,7.42453
49,2,2.11402
49,3,10.99191
49,4,14.66075
49,5,15.2155
49,6,11.91538
49,7,10.14965
49,8,10.73013
49,9,14.66377
49,10,11.00861
49,11,8.92635
49,12,9.44612
49,13,10.22696
49,14,10.89529
49,15,12.16439
49,16,6.54847
49,17,4.67022
49,18,4.60098
49,19,5.77203
49,20,6.18381
49,21,9.79163
49,22,5.66784
49,23,14.05476
49,24,14.77917
49,25,8.59241
49,26,9.13325
49,27,9.78864
49,28,14.36278
49,29,7.05861
49,30,6.76978
49,31,12.94755
49,32,10.45755
49,33,10.37378
49,34,11.56172
49,35,7.7597
49,36,6.94978
49,37,6.62598
49,38,7.24676
49,39,8.88109
49,40,8.16384
49,41,10.42865
49,42,4.78706
49,43,5.15356
49,44,4.39442
49,45,4.5744
49,46,4.76477
49,47,3.05259
49,48,0.81006
49,49,0.0
49,50,2.36164
49,51,1.26893
49,52,4.70802
49,53,3.10071
49,54,11.74513
49,55,9.2759
49,56,3.48651
50,1,8.48606
50,2,4.43581
50,3,13.24812
50,4,15.28296
50,5,15.46817
50,6,12.53759
50,7,12.40586
50,8,12.98634
50,9,16.91998
50,10,13.26482
50,11,11.18256
50,12,11.70233
50,13,12.48317
50,14,13.1515
50,15,14.4206
50,16,8.80468
50,17,6.92643
50,18,5.66251
50,19,8.02824
50,20,8.44002
50,21,12.04784
50,22,7.92405
50,23,16.31097
50,24,17.03538
50,25,10.84863
50,26,11.38946
50,27,12.04485
50,28,16.61899
50,29,8.12014
50,30,7.79431
50,31,13.20021
50,32,10.71021
50,33,10.62644
50,34,11.81438
50,35,8.01236
50,36,7.20244
50,37,6.87865
50,38,7.49942
50,39,9.13375
50,40,8.4165
50,41,10.68131
50,42,5.03972
50,43,5.40622
50,44,4.64708
50,45,4.82706
50,46,3.27103
50,47,5.41422
50,48,3.17169
50,49,2.36164
50,50,0.0
50,51,1.79304
50,52,4.96068
50,53,3.35337
50,54,14.00134
50,55,11.53212
50,56,3.73917
51,1,6.8214
51,2,3.34311
51,3,11.58347
51,4,13.61831
51,5,14.6469
51,6,10.87293
51,7,10.74121
51,8,11.32169
51,9,15.25533
51,10,11.60017
51,11,9.51791
51,12,10.03768
51,13,10.81852
51,14,11.48685
51,15,12.75595
51,16,7.14003
51,17,5.26178
51,18,3.99786
51,19,6.36359
51,20,6.77537
51,21,10.38319
51,22,6.2594
51,23,14.64632
51,24,15.37072
51,25,9.18397
51,26,9.7248
51,27,10.3802
51,28,14.95434
51,29,6.45549
51,30,6.16665
51,31,12.37895
51,32,9.88895
51,33,9.80518
51,34,10.99312
51,35,7.1911
51,36,6.38118
51,37,6.05738
51,38,6.67816
51,39,8.31249
51,40,7.59524
51,41,9.86005
51,42,4.21846
51,43,4.58496
51,44,3.82582
51,45,4.0058
51,46,4.19617
51,47,4.32152
51,48,2.07899
51,49,1.26893
51,50,1.79304
51,51,0.0
51,52,4.13942
51,53,1.14748
51,54,12.33669
51,55,9.86746
51,56,2.91791
52,1,4.3093
52,2,8.01563
52,3,13.28582
52,4,14.64771
52,5,10.50748
52,6,11.43644
52,7,10.31588
52,8,10.89635
52,9,14.83
52,10,13.30251
52,11,11.22026
52,12,11.74003
52,13,12.52087
52,14,13.1892
52,15,14.4583
52,16,7.8009
52,17,7.50297
52,18,6.23904
52,19,7.24178
52,20,9.06361
52,21,12.08553
52,22,7.96175
52,23,16.34866
52,24,17.07307
52,25,10.88632
52,26,11.42715
52,27,12.08255
52,28,16.65669
52,29,3.95691
52,30,2.83363
52,31,8.23953
52,32,5.74953
52,33,5.66576
52,34,6.8537
52,35,3.81886
52,36,2.5717
52,37,2.2479
52,38,3.74123
52,39,5.47024
52,40,4.75298
52,41,7.0178
52,42,1.403
52,43,0.9884
52,44,2.57923
52,45,5.25589
52,46,5.44626
52,47,7.87774
52,48,6.75151
52,49,5.94145
52,50,6.19411
52,51,5.37285
52,52,0.0
52,53,2.3458
52,54,11.91136
52,55,11.56981
52,56,2.50575
53,1,5.78737
53,2,5.17488
53,3,11.94457
53,4,12.84057
53,5,12.78805
53,6,10.09519
53,7,8.97463
53,8,9.55511
53,9,13.48875
53,10,11.96127
53,11,9.87901
53,12,10.39878
53,13,11.17962
53,14,11.84795
53,15,13.11705
53,16,6.45966
53,17,5.55371
53,18,4.28979
53,19,5.90054
53,20,7.0673
53,21,10.74429
53,22,6.6205
53,23,15.00742
53,24,15.73183
53,25,9.54508
53,26,10.08591
53,27,10.74131
53,28,15.31544
53,29,5.42146
53,30,5.11419
53,31,10.52009
53,32,8.0301
53,33,7.94633
53,34,9.13427
53,35,5.29877
53,36,4.05161
53,37,3.72782
53,38,5.22115
53,39,6.95015
53,40,6.2329
53,41,8.49771
53,42,2.88292
53,43,2.46831
53,44,2.02745
53,45,4.49674
53,46,4.68712
53,47,6.15329
53,48,3.91076
53,49,3.10071
53,50,3.35337
53,51,1.14748
53,52,2.28057
53,53,0.0
53,54,10.57011
53,55,10.22857
53,56,1.05905
54,1,9.67893
54,2,13.12752
54,3,12.12646
54,4,12.12468
54,5,10.60623
54,6,9.37931
54,7,5.03355
54,8,5.59869
54,9,2.91916
54,10,12.14315
54,11,10.0609
54,12,10.58066
54,13,11.3615
54,14,6.44741
54,15,5.52099
54,16,5.61417
54,17,7.83973
54,18,8.32615
54,19,6.08242
54,20,7.90424
54,21,10.92617
54,22,6.80238
54,23,15.1893
54,24,15.91371
54,25,9.72696
54,26,10.26779
54,27,10.92319
54,28,15.49732
54,29,9.97157
54,30,11.67542
54,31,18.66663
54,32,16.17663
54,33,16.09286
54,34,17.2808
54,35,15.79556
54,36,14.5484
54,37,14.22461
54,38,15.71794
54,39,17.44694
54,40,16.72969
54,41,18.9945
54,42,13.37971
54,43,12.9651
54,44,11.91733
54,45,14.38663
54,46,14.57701
54,47,15.08508
54,48,12.84255
54,49,12.03249
54,50,13.041
54,51,11.37635
54,52,12.15853
54,53,10.56314
54,54,0.0
54,55,10.41045
54,56,10.68556
55,1,11.89501
55,2,9.99195
55,3,7.76877
55,4,13.51811
55,5,17.77605
55,6,10.77274
55,7,9.00701
55,8,9.58748
55,9,13.52113
55,10,7.78547
55,11,5.70321
55,12,6.22298
55,13,7.00382
55,14,7.67215
55,15,8.94125
55,16,5.40582
55,17,4.70415
55,18,5.44001
55,19,4.62939
55,20,2.20378
55,21,2.99843
55,22,3.66681
55,23,7.26156
55,24,7.98597
55,25,1.79921
55,26,2.34005
55,27,2.99544
55,28,7.56958
55,29,11.5291
55,30,11.24026
55,31,18.23148
55,32,15.74148
55,33,15.65771
55,34,16.84565
55,35,15.36041
55,36,14.11325
55,37,13.78945
55,38,15.28278
55,39,17.01179
55,40,16.29453
55,41,18.55935
55,42,12.94455
55,43,12.52995
55,44,11.48218
55,45,13.32023
55,46,13.5106
55,47,11.94951
55,48,9.70698
55,49,8.89692
55,50,11.10746
55,51,9.44281
55,52,11.72337
55,53,10.12799
55,54,10.60248
55,55,0.0
55,56,10.2504
56,1,4.9866
56,2,5.55247
56,3,11.93977
56,4,12.83577
56,5,13.06407
56,6,10.09039
56,7,8.96983
56,8,9.55031
56,9,13.48395
56,10,11.95647
56,11,9.87422
56,12,10.39398
56,13,11.17482
56,14,11.84315
56,15,13.11225
56,16,6.45486
56,17,6.15692
56,18,4.893
56,19,5.89574
56,20,7.71756
56,21,10.73949
56,22,6.6157
56,23,15.00262
56,24,15.72703
56,25,9.54028
56,26,10.08111
56,27,10.73651
56,28,15.31064
56,29,4.62069
56,30,4.33185
56,31,10.79611
56,32,8.30611
