FROM_ID,TO_ID,DURATION_H,DIST_KM
"1","1",0,0
"1","2",0.217305555555556,8.5219
"1","3",0.319516666666667,12.71534
"1","4",0.207894444444444,7.5853
"1","5",0.245625,13.21229
"1","6",0.153133333333333,4.83993
"1","7",0.174166666666667,5.21978
"1","8",0.236955555555556,8.63552
"1","9",0.271183333333333,12.56917
"1","10",0.330730555555556,12.73204
"1","11",0.255527777777778,10.64978
"1","12",0.261411111111111,11.16955
"1","13",0.270794444444444,11.95039
"1","14",0.280394444444444,9.48327
"1","15",0.313772222222222,10.75237
"1","16",0.164030555555556,6.20306
"1","17",0.180619444444444,7.80153
"1","18",0.150838888888889,6.5376
"1","19",0.168522222222222,6.6713
"1","20",0.217305555555556,8.49313
"1","21",0.257052777777778,11.51506
"1","22",0.180325,7.39127
"1","23",0.322225,15.77819
"1","24",0.346372222222222,16.5026
"1","25",0.259308333333333,10.31584
"1","26",0.295363888888889,10.85668
"1","27",0.288369444444444,11.51207
"1","28",0.332491666666667,16.08621
"1","29",0.0134194444444444,0.36596
"1","30",0.0596416666666667,1.77969
"1","31",0.191105555555556,10.94433
"1","32",0.168477777777778,8.45434
"1","33",0.172677777777778,8.37056
"1","34",0.203872222222222,9.55851
"1","35",0.210983333333333,8.07326
"1","36",0.169411111111111,6.8261
"1","37",0.158619444444444,6.50231
"1","38",0.196327777777778,7.99564
"1","39",0.214325,9.72464
"1","40",0.237908333333333,9.00739
"1","41",0.248233333333333,11.27221
"1","42",0.120344444444444,5.65741
"1","43",0.117236111111111,5.2428
"1","44",0.165736111111111,6.83364
"1","45",0.186911111111111,9.51029
"1","46",0.214983333333333,9.70066
"1","47",0.260152777777778,10.47946
"1","48",0.18915,8.23693
"1","49",0.168197222222222,7.42688
"1","50",0.232377777777778,8.45927
"1","51",0.157841666666667,6.87029
"1","52",0.103552777777778,4.43623
"1","53",0.149905555555556,5.77916
"1","54",0.208066666666667,9.65052
"1","55",0.3091,10.99933
"1","56",0.117666666666667,4.9866
"2","1",0.217338888888889,8.51955
"2","2",0,0
"2","3",0.301269444444444,12.08694
"2","4",0.328733333333333,15.75578
"2","5",0.311591666666667,17.28968
"2","6",0.273969444444444,13.01041
"2","7",0.254083333333333,11.24468
"2","8",0.268425,11.82515
"2","9",0.302655555555556,15.7588
"2","10",0.312480555555556,12.10363
"2","11",0.237277777777778,10.02138
"2","12",0.243163888888889,10.54115
"2","13",0.252547222222222,11.32199
"2","14",0.266194444444444,11.99032
"2","15",0.299572222222222,13.25942
"2","16",0.174925,7.64349
"2","17",0.141727777777778,5.76525
"2","18",0.134252777777778,5.69601
"2","19",0.162736111111111,6.86706
"2","20",0.18895,7.27884
"2","21",0.238802777777778,10.88665
"2","22",0.162077777777778,6.76287
"2","23",0.303975,15.14978
"2","24",0.328122222222222,15.87419
"2","25",0.241061111111111,9.68744
"2","26",0.277113888888889,10.22827
"2","27",0.270119444444444,10.88367
"2","28",0.314244444444444,15.45781
"2","29",0.203922222222222,8.15364
"2","30",0.184113888888889,7.8648
"2","31",0.257075,15.02172
"2","32",0.234444444444444,12.53173
"2","33",0.238644444444444,12.44796
"2","34",0.269841666666667,13.6359
"2","35",0.236625,9.83388
"2","36",0.199144444444444,9.02395
"2","37",0.18835,8.70016
"2","38",0.218927777777778,9.32093
"2","39",0.234319444444444,10.95527
"2","40",0.257902777777778,10.23801
"2","41",0.268227777777778,12.50283
"2","42",0.139355555555556,6.86124
"2","43",0.145433333333333,7.22773
"2","44",0.164308333333333,6.4686
"2","45",0.138233333333333,5.66887
"2","46",0.159594444444444,5.28879
"2","47",0.0675055555555556,1.69192
"2","48",0.0719166666666667,2.14831
"2","49",0.066225,2.11402
"2","50",0.159491666666667,4.43581
"2","51",0.0898527777777778,3.34311
"2","52",0.148836111111111,6.7822
"2","53",0.134002777777778,5.17488
"2","54",0.239538888888889,12.84015
"2","55",0.29085,10.37093
"2","56",0.135063888888889,5.56068
"3","1",0.320038888888889,13.65053
"3","2",0.290530555555556,11.74747
"3","3",0,0
"3","4",0.330330555555556,15.27363
"3","5",0.421127777777778,19.53157
"3","6",0.275566666666667,12.52826
"3","7",0.255680555555556,10.76253
"3","8",0.270022222222222,11.343
"3","9",0.223488888888889,7.83696
"3","10",0.119336111111111,2.06072
"3","11",0.116775,3.33096
"3","12",0.0915083333333333,2.29505
"3","13",0.0980277777777778,2.73718
"3","14",0.1267,4.38197
"3","15",0.160075,5.65107
"3","16",0.176522222222222,7.16134
"3","17",0.164716666666667,6.45967
"3","18",0.178075,7.19553
"3","19",0.164333333333333,6.38491
"3","20",0.177786111111111,6.52419
"3","21",0.191952777777778,8.24718
"3","22",0.140805555555556,5.42233
"3","23",0.257125,12.51031
"3","24",0.281272222222222,13.23472
"3","25",0.194211111111111,7.04797
"3","26",0.230263888888889,7.5888
"3","27",0.223269444444444,8.2442
"3","28",0.267394444444444,12.81833
"3","29",0.306619444444444,13.28462
"3","30",0.286813888888889,12.99578
"3","31",0.370325,19.987
"3","32",0.347694444444444,17.497
"3","33",0.351894444444444,17.41323
"3","34",0.383088888888889,18.60117
"3","35",0.3902,17.11593
"3","36",0.348627777777778,15.86876
"3","37",0.337836111111111,15.54497
"3","38",0.375547222222222,17.0383
"3","39",0.393541666666667,18.76731
"3","40",0.417125,18.05005
"3","41",0.42745,20.31487
"3","42",0.299561111111111,14.70007
"3","43",0.296452777777778,14.28547
"3","44",0.310236111111111,13.2377
"3","45",0.329461111111111,15.07575
"3","46",0.357533333333333,15.26612
"3","47",0.333377777777778,13.70503
"3","48",0.262372222222222,11.4625
"3","49",0.241419444444444,10.65244
"3","50",0.330852777777778,12.86298
"3","51",0.251683333333333,11.19833
"3","52",0.282769444444444,13.47889
"3","53",0.278919444444444,11.88351
"3","54",0.241136111111111,12.358
"3","55",0.244,7.73146
"3","56",0.262372222222222,12.00592
"4","1",0.207894444444444,7.5853
"4","2",0.325511111111111,15.27002
"4","3",0.325797222222222,15.16109
"4","4",0,0
"4","5",0.0908,4.25794
"4","6",0.0551666666666667,2.7514
"4","7",0.169558333333333,7.1211
"4","8",0.243236111111111,11.08127
"4","9",0.277463888888889,15.01492
"4","10",0.337011111111111,15.17779
"4","11",0.261808333333333,13.09554
"4","12",0.267691666666667,13.6153
"4","13",0.277075,14.39614
"4","14",0.286675,11.92902
"4","15",0.320052777777778,13.19812
"4","16",0.170311111111111,8.64881
"4","17",0.210516666666667,10.87437
"4","18",0.207802777777778,9.94937
"4","19",0.174802777777778,9.11705
"4","20",0.223586111111111,10.93888
"4","21",0.263330555555556,13.96081
"4","22",0.186605555555556,9.83702
"4","23",0.328505555555556,18.22394
"4","24",0.352652777777778,18.94835
"4","25",0.265588888888889,12.7616
"4","26",0.301644444444444,13.30243
"4","27",0.29465,13.95783
"4","28",0.338772222222222,18.53196
"4","29",0.216427777777778,7.87794
"4","30",0.26265,9.29166
"4","31",0.200080555555556,9.92153
"4","32",0.253194444444444,11.98385
"4","33",0.276961111111111,12.48713
"4","34",0.2555,12.09523
"4","35",0.341763888888889,14.68329
"4","36",0.318627777777778,17.12636
"4","37",0.307833333333333,16.80256
"4","38",0.345544444444444,18.29589
"4","39",0.363538888888889,20.0249
"4","40",0.387122222222222,19.30764
"4","41",0.397447222222222,21.57246
"4","42",0.269558333333333,15.95766
"4","43",0.26645,15.54306
"4","44",0.297088888888889,14.15939
"4","45",0.329033333333333,16.62869
"4","46",0.357105555555556,16.81906
"4","47",0.368358333333333,17.22758
"4","48",0.297355555555556,14.98505
"4","49",0.2764,14.17499
"4","50",0.345216666666667,15.28305
"4","51",0.266047222222222,13.6184
"4","52",0.252766666666667,14.73648
"4","53",0.265775,12.8052
"4","54",0.214347222222222,12.09627
"4","55",0.315380555555556,13.44509
"4","56",0.249225,12.92761
"5","1",0.244475,12.70991
"5","2",0.316708333333333,18.43007
"5","3",0.416597222222222,19.41903
"5","4",0.0908,4.25794
"5","5",0,0
"5","6",0.145963888888889,7.00934
"5","7",0.260358333333333,11.37904
"5","8",0.334033333333333,15.33921
"5","9",0.356525,13.52488
"5","10",0.427808333333333,19.43573
"5","11",0.352605555555556,17.35347
"5","12",0.358491666666667,17.87324
"5","13",0.367875,18.65408
"5","14",0.377475,16.18696
"5","15",0.41085,17.45606
"5","16",0.261108333333333,12.90675
"5","17",0.290016666666667,16.35139
"5","18",0.260238888888889,15.08747
"5","19",0.2656,13.375
"5","20",0.314386111111111,15.19682
"5","21",0.354130555555556,18.21875
"5","22",0.277405555555556,14.09496
"5","23",0.419302777777778,22.48188
"5","24",0.44345,23.20629
"5","25",0.356388888888889,17.01954
"5","26",0.392444444444444,17.56037
"5","27",0.385447222222222,18.21577
"5","28",0.429572222222222,22.7899
"5","29",0.237530555555556,12.35752
"5","30",0.191283333333333,11.02701
"5","31",0.117127777777778,5.78131
"5","32",0.170244444444444,7.84363
"5","33",0.194011111111111,8.34691
"5","34",0.172547222222222,7.95501
"5","35",0.258813888888889,10.54307
"5","36",0.235675,12.98613
"5","37",0.224883333333333,12.66234
"5","38",0.262591666666667,14.15567
"5","39",0.280588888888889,15.88468
"5","40",0.304172222222222,15.16742
"5","41",0.314497222222222,17.43224
"5","42",0.186608333333333,11.81744
"5","43",0.1835,11.40283
"5","44",0.232,12.99367
"5","45",0.253175,15.67032
"5","46",0.281247222222222,15.86069
"5","47",0.329041666666667,18.29218
"5","48",0.272233333333333,17.16595
"5","49",0.251277777777778,16.35589
"5","50",0.310061111111111,16.60855
"5","51",0.244944444444444,15.78729
"5","52",0.169816666666667,10.59626
"5","53",0.229877777777778,12.76024
"5","54",0.293408333333333,10.60623
"5","55",0.406177777777778,17.70303
"5","56",0.220533333333333,12.92018
"6","1",0.153133333333333,4.83993
"6","2",0.270747222222222,12.52465
"6","3",0.271033333333333,12.41572
"6","4",0.0551666666666667,2.7514
"6","5",0.145963888888889,7.00934
"6","6",0,0
"6","7",0.114797222222222,4.37573
"6","8",0.188472222222222,8.3359
"6","9",0.2227,12.26955
"6","10",0.282247222222222,12.43242
"6","11",0.207044444444444,10.35016
"6","12",0.212927777777778,10.86993
"6","13",0.222311111111111,11.65077
"6","14",0.231911111111111,9.18365
"6","15",0.265288888888889,10.45275
"6","16",0.115547222222222,5.90344
"6","17",0.155755555555556,8.129
"6","18",0.153038888888889,7.204
"6","19",0.120038888888889,6.37168
"6","20",0.168825,8.19351
"6","21",0.208569444444444,11.21544
"6","22",0.131844444444444,7.09165
"6","23",0.273741666666667,15.47857
"6","24",0.297888888888889,16.20298
"6","25",0.210825,10.01622
"6","26",0.246880555555556,10.55706
"6","27",0.239886111111111,11.21245
"6","28",0.284008333333333,15.78659
